SeqID,Ini_Species,TaxID,mol_type,length,Ini_sciname,kew_id,family,genus,species,infraspecies,sci_name,rank,taxonomic_status,accepted_kew_id,accepted_name,reviewed
JX096474.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096475.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096476.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096477.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096478.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096479.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096480.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096481.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096482.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096483.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096484.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096485.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX096486.1,Allium tuberosum,4683,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,Allium tuberosum,SPECIES,Accepted,,,
JX236280.1,Actinidia eriantha,165200,genomic DNA,1757,Actinidia eriantha,828399-1,Actinidiaceae,Actinidia,eriantha,,Actinidia eriantha,SPECIES,Accepted,,,
JX287338.1,Cynomorium songaricum,627609,genomic DNA,1665,Cynomorium songaricum,953068-1,Cynomoriaceae,Cynomorium,coccineum,songaricum,Cynomorium coccineum subsp. songaricum,SUBSPECIES,Homotypic_Synonym,,,
JX287342.1,Nitraria tangutorum,357929,genomic DNA,1665,Nitraria tangutorum,873347-1,Nitrariaceae,Nitraria,tangutorum,,Nitraria tangutorum,SPECIES,Accepted,,,
JX446577.1,Salicornia bigelovii,46105,genomic DNA,1645,Salicornia bigelovii,166494-1,Amaranthaceae,Salicornia,bigelovii,,Salicornia bigelovii,SPECIES,Accepted,,,
JX446578.1,Salicornia bigelovii,46105,genomic DNA,1702,Salicornia bigelovii,166494-1,Amaranthaceae,Salicornia,bigelovii,,Salicornia bigelovii,SPECIES,Accepted,,,
JX680331.1,Panax notoginseng,44586,genomic DNA,1809,Panax notoginseng,91521-1,Araliaceae,Panax,notoginseng,,Panax notoginseng,SPECIES,Accepted,,,
JX680332.1,Panax stipuleanatus,44682,genomic DNA,1808,Panax stipuleanatus,91573-1,Araliaceae,Panax,stipuleanatus,,Panax stipuleanatus,SPECIES,Accepted,,,
JX912729.1,Cleistes metallina,511780,genomic DNA,1600,Cleistes metallina,60150-2,Orchidaceae,Cleistes,metallina,,Cleistes metallina,SPECIES,Accepted,,,
JX912730.1,Cleistes ramboi,511784,genomic DNA,1601,Cleistes ramboi,60160-2,Orchidaceae,Cleistes,ramboi,,Cleistes ramboi,SPECIES,Accepted,,,
JX912731.1,Cleistes libonii,511779,genomic DNA,1601,Cleistes libonii,60147-2,Orchidaceae,Cleistes,libonii,,Cleistes libonii,SPECIES,Accepted,,,
JX912732.1,Cleistes pusilla,511783,genomic DNA,1601,Cleistes pusilla,77064988-1,Orchidaceae,Cleistes,pusilla,,Cleistes pusilla,SPECIES,Accepted,,,
JX912733.1,Cleistes gracilis,511777,genomic DNA,1601,Cleistes gracilis,60442289-2,Orchidaceae,Cleistes,rodriguesii,,Cleistes rodriguesii,SPECIES,Synonym,,,
JX912734.1,Cleistes tenuis,511785,genomic DNA,1601,Cleistes tenuis,60165-2,Orchidaceae,Cleistes,tenuis,,Cleistes tenuis,SPECIES,Accepted,,,
JX912735.1,Cleistesiopsis bifaria,111790,genomic DNA,1601,Cleistesiopsis bifaria,77095634-1,Orchidaceae,Cleistesiopsis,bifaria,,Cleistesiopsis bifaria,SPECIES,Accepted,,,
JX912736.1,Cleistesiopsis divaricata,78726,genomic DNA,1601,Cleistesiopsis divaricata,77095635-1,Orchidaceae,Cleistesiopsis,divaricata,,Cleistesiopsis divaricata,SPECIES,Accepted,,,
JX912737.1,Cleistes paranaensis,511782,genomic DNA,1601,Cleistes paranaensis,60154-2,Orchidaceae,Cleistes,paranaensis,,Cleistes paranaensis,SPECIES,Accepted,,,
JX912738.1,Cleistes aphylla,511772,genomic DNA,1601,Cleistes aphylla,623594-1,Orchidaceae,Cleistes,aphylla,,Cleistes aphylla,SPECIES,Accepted,,,
JX912739.1,Cleistes pusilla,511783,genomic DNA,1601,Cleistes pusilla,77064988-1,Orchidaceae,Cleistes,pusilla,,Cleistes pusilla,SPECIES,Accepted,,,
JX912740.1,Cleistes bella,511773,genomic DNA,1601,Cleistes bella,623596-1,Orchidaceae,Cleistes,bella,,Cleistes bella,SPECIES,Accepted,,,
JX912741.1,Duckeella adolphii,78757,genomic DNA,1601,Duckeella adolphii,630665-1,Orchidaceae,Duckeella,adolphii,,Duckeella adolphii,SPECIES,Accepted,,,
JX912742.1,Vanilla chamissonis,669901,genomic DNA,1600,Vanilla chamissonis,306651-2,Orchidaceae,Vanilla,chamissonis,,Vanilla chamissonis,SPECIES,Accepted,,,
JX912743.1,Epistephium laxiflorum,1269264,genomic DNA,1598,Epistephium laxiflorum,633420-1,Orchidaceae,Epistephium,laxiflorum,,Epistephium laxiflorum,SPECIES,Accepted,,,
JX912744.1,Epistephium lucidum,307585,genomic DNA,1599,Epistephium lucidum,633439-1,Orchidaceae,Epistephium,williamsii,,Epistephium williamsii,SPECIES,Synonym,,,
JX912745.1,Epistephium sclerophyllum,511787,genomic DNA,1599,Epistephium sclerophyllum,633433-1,Orchidaceae,Epistephium,sclerophyllum,,Epistephium sclerophyllum,SPECIES,Accepted,,,
JX912746.1,Erythrorchis cassythoides,78772,genomic DNA,1600,Erythrorchis cassythoides,943368-1,Orchidaceae,Erythrorchis,cassythoides,,Erythrorchis cassythoides,SPECIES,Accepted,,,
JX912747.1,Pogonia ophioglossoides,78838,genomic DNA,1601,Pogonia ophioglossoides,1089332-2,Orchidaceae,Pogonia,ophioglossoides,,Pogonia ophioglossoides,SPECIES,Accepted,,,
JX912748.1,Isotria verticillata,78788,genomic DNA,1601,Isotria verticillata,639305-1,Orchidaceae,Isotria,verticillata,,Isotria verticillata,SPECIES,Accepted,,,
JX912749.1,Vanilla dietschiana,1269273,genomic DNA,1600,Vanilla dietschiana,286663-2,Orchidaceae,Vanilla,dietschiana,,Vanilla dietschiana,SPECIES,Accepted,,,
JX912750.1,Vanilla parvifolia,1269274,genomic DNA,1600,Vanilla parvifolia,661239-1,Orchidaceae,Vanilla,parvifolia,,Vanilla parvifolia,SPECIES,Accepted,,,
JX912751.1,Vanilla edwallii,511790,genomic DNA,1599,Vanilla edwallii,262556-2,Orchidaceae,Vanilla,edwallii,,Vanilla edwallii,SPECIES,Accepted,,,
JX912752.1,Vanilla bahiana,511789,genomic DNA,1599,Vanilla bahiana,262540-2,Orchidaceae,Vanilla,bahiana,,Vanilla bahiana,SPECIES,Accepted,,,
JX912753.1,Cleistes rosea,78727,genomic DNA,1601,Cleistes rosea,623642-1,Orchidaceae,Cleistes,rosea,,Cleistes rosea,SPECIES,Accepted,,,
JX912754.1,Cleistes uliginosa,511786,genomic DNA,1601,Cleistes uliginosa,60166-2,Orchidaceae,Cleistes,uliginosa,,Cleistes uliginosa,SPECIES,Accepted,,,
JX912755.1,Cleistes itatiaiae,511778,genomic DNA,1601,Cleistes itatiaiae,623613-1,Orchidaceae,Cleistes,itatiaiae,,Cleistes itatiaiae,SPECIES,Accepted,,,
JX912756.1,Cleistes cipoana,256350,genomic DNA,1601,Cleistes cipoana,60128-2,Orchidaceae,Cleistes,cipoana,,Cleistes cipoana,SPECIES,Accepted,,,
JX912757.1,Cleistes moritzii,511781,genomic DNA,1601,Cleistes moritzii,60152-2,Orchidaceae,Cleistes,moritzii,,Cleistes moritzii,SPECIES,Accepted,,,
JX912758.1,Cleistes exilis,511776,genomic DNA,1601,Cleistes exilis,60132-2,Orchidaceae,Cleistes,exilis,,Cleistes exilis,SPECIES,Accepted,,,
JX912759.1,Cleistes metallina,511780,genomic DNA,1598,Cleistes metallina,60150-2,Orchidaceae,Cleistes,metallina,,Cleistes metallina,SPECIES,Accepted,,,
JX912760.1,Cleistes caloptera,511774,genomic DNA,1601,Cleistes caloptera,623599-1,Orchidaceae,Cleistes,caloptera,,Cleistes caloptera,SPECIES,Accepted,,,
JX912761.1,Cleistes elongata,1269262,genomic DNA,1601,Cleistes elongata,77095632-1,Orchidaceae,Cleistes,elongata,,Cleistes elongata,SPECIES,Accepted,,,
JX912762.1,Vanilla pompona,117957,genomic DNA,1600,Vanilla pompona,661259-1,Orchidaceae,Vanilla,pompona,,Vanilla pompona,SPECIES,Accepted,,,
JX912763.1,Vanilla palmarum,256752,genomic DNA,1600,Vanilla palmarum,661237-1,Orchidaceae,Vanilla,palmarum,,Vanilla palmarum,SPECIES,Accepted,,,
JX912764.1,Pogoniopsis nidus-avis,511758,genomic DNA,1600,Pogoniopsis nidus-avis,654180-1,Orchidaceae,Pogoniopsis,nidus-avis,,Pogoniopsis nidus-avis,SPECIES,Accepted,,,
JX912765.1,Phragmipedium vittatum,1269267,genomic DNA,1601,Phragmipedium vittatum,987641-1,Orchidaceae,Phragmipedium,vittatum,,Phragmipedium vittatum,SPECIES,Accepted,,,
JX912766.1,Psilochilus modestus,1269269,genomic DNA,1601,Psilochilus modestus,655157-1,Orchidaceae,Psilochilus,modestus,,Psilochilus modestus,SPECIES,Accepted,,,
JX912767.1,Psilochilus maderoi,1269268,genomic DNA,1601,Psilochilus maderoi,212067-2,Orchidaceae,Psilochilus,maderoi,,Psilochilus maderoi,SPECIES,Accepted,,,
JX912768.1,Triphora uniflora,1269272,genomic DNA,1600,Triphora uniflora,77119365-1,Orchidaceae,Triphora,uniflora,,Triphora uniflora,SPECIES,Accepted,,,
JX912769.1,Palmorchis sobralioides,1269266,genomic DNA,1601,Palmorchis sobralioides,649681-1,Orchidaceae,Palmorchis,sobralioides,,Palmorchis sobralioides,SPECIES,Accepted,,,
JX912770.1,Habenaria josephensis,1056226,genomic DNA,1601,Habenaria josephensis,30205856-2,Orchidaceae,Habenaria,josephensis,,Habenaria josephensis,SPECIES,Accepted,,,
JX912771.1,Cyclopogon variegatus,1269263,genomic DNA,1601,Cyclopogon variegatus,73740-2,Orchidaceae,Cyclopogon,variegatus,,Cyclopogon variegatus,SPECIES,Accepted,,,
JX912772.1,Prescottia stachyodes,415413,genomic DNA,1601,Prescottia stachyodes,1074522-2,Orchidaceae,Prescottia,stachyodes,,Prescottia stachyodes,SPECIES,Accepted,,,
JX912773.1,Sarcoglottis fasciculata,1269270,genomic DNA,1601,Sarcoglottis fasciculata,227725-2,Orchidaceae,Sarcoglottis,fasciculata,,Sarcoglottis fasciculata,SPECIES,Accepted,,,
JX912774.1,Sauroglossum nitidum,1269271,genomic DNA,1601,Sauroglossum nitidum,77147299-1,Orchidaceae,Buchtienia,nitida,,Buchtienia nitida,SPECIES,Homotypic_Synonym,,,
JX912775.1,Aspidogyne hylibates,1269261,genomic DNA,1601,Aspidogyne hylibates,21911-2,Orchidaceae,Aspidogyne,hylibates,,Aspidogyne hylibates,SPECIES,Accepted,,,
JX912776.1,Scuticaria irwiniana,589426,genomic DNA,1601,Scuticaria irwiniana,231229-2,Orchidaceae,Scuticaria,irwiniana,,Scuticaria irwiniana,SPECIES,Accepted,,,
JX912777.1,Campylocentrum micranthum,201625,genomic DNA,1601,Campylocentrum micranthum,621710-1,Orchidaceae,Campylocentrum,micranthum,,Campylocentrum micranthum,SPECIES,Accepted,,,
JX912778.1,Dichaea pendula,481970,genomic DNA,1601,Dichaea pendula,79288-2,Orchidaceae,Dichaea,pendula,,Dichaea pendula,SPECIES,Accepted,,,
JX912779.1,Gomesa cornigera,585860,genomic DNA,1601,Gomesa cornigera,77101221-1,Orchidaceae,Gomesa,cornigera,,Gomesa cornigera,SPECIES,Accepted,,,
JX912780.1,Lockhartia lunifera,1269265,genomic DNA,1601,Lockhartia lunifera,641725-1,Orchidaceae,Lockhartia,lunifera,,Lockhartia lunifera,SPECIES,Accepted,,,
JX912781.1,Cirrhaea dependens,125097,genomic DNA,1601,Cirrhaea dependens,623130-1,Orchidaceae,Cirrhaea,dependens,,Cirrhaea dependens,SPECIES,Accepted,,,
JX975617.1,Lycoris squamigera,112568,genomic DNA,1591,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,Lycoris squamigera,SPECIES,Accepted,,,
JX975618.1,Lycoris squamigera,112568,genomic DNA,1591,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,Lycoris squamigera,SPECIES,Accepted,,,
JX975619.1,Lycoris squamigera,112568,genomic DNA,1590,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,Lycoris squamigera,SPECIES,Accepted,,,
JX975620.1,Lycoris squamigera,112568,genomic DNA,1611,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,Lycoris squamigera,SPECIES,Accepted,,,
JX975643.1,Lycoris radiata,228395,genomic DNA,1622,Lycoris radiata,60455959-2,Amaryllidaceae,Lycoris,radiata,,Lycoris radiata,SPECIES,Accepted,,,
JX975644.1,Lycoris radiata,228395,genomic DNA,1624,Lycoris radiata,60455959-2,Amaryllidaceae,Lycoris,radiata,,Lycoris radiata,SPECIES,Accepted,,,
JX975645.1,Lycoris radiata,228395,genomic DNA,1620,Lycoris radiata,60455959-2,Amaryllidaceae,Lycoris,radiata,,Lycoris radiata,SPECIES,Accepted,,,
JX975668.1,Oenothera odorata,3951,genomic DNA,1621,Oenothera odorata,324893-2,Onagraceae,Oenothera,odorata,,Oenothera odorata,SPECIES,Accepted,,,
JX975669.1,Oenothera odorata,3951,genomic DNA,1623,Oenothera odorata,324893-2,Onagraceae,Oenothera,odorata,,Oenothera odorata,SPECIES,Accepted,,,
JX975670.1,Oenothera odorata,3951,genomic DNA,1625,Oenothera odorata,324893-2,Onagraceae,Oenothera,odorata,,Oenothera odorata,SPECIES,Accepted,,,
JX975688.1,Oenothera laciniata,238288,genomic DNA,1626,Oenothera laciniata,613817-1,Onagraceae,Oenothera,laciniata,,Oenothera laciniata,SPECIES,Accepted,,,
JX975689.1,Oenothera laciniata,238288,genomic DNA,1627,Oenothera laciniata,613817-1,Onagraceae,Oenothera,laciniata,,Oenothera laciniata,SPECIES,Accepted,,,
JX975690.1,Oenothera laciniata,238288,genomic DNA,1625,Oenothera laciniata,613817-1,Onagraceae,Oenothera,laciniata,,Oenothera laciniata,SPECIES,Accepted,,,
KC140581.1,Excoecaria agallocha,241838,genomic DNA,1659,Excoecaria agallocha,348815-1,Euphorbiaceae,Excoecaria,agallocha,,Excoecaria agallocha,SPECIES,Accepted,,,
KC146551.1,Sesuvium portulacastrum,221166,genomic DNA,1698,Sesuvium portulacastrum,235145-2,Aizoaceae,Sesuvium,portulacastrum,,Sesuvium portulacastrum,SPECIES,Accepted,,,
KC286487.1,Phalaenopsis japonica,111597,genomic DNA,1793,Phalaenopsis japonica,77138162-1,Orchidaceae,Phalaenopsis,japonica,,Phalaenopsis japonica,SPECIES,Accepted,,,
KC412166.1,Ostryopsis nobilis,176868,genomic DNA,1508,Ostryopsis nobilis,108055-1,Betulaceae,Ostryopsis,nobilis,,Ostryopsis nobilis,SPECIES,Accepted,,,
KC412167.1,Ostryopsis davidiana,78607,genomic DNA,1508,Ostryopsis davidiana,295677-1,Betulaceae,Ostryopsis,davidiana,,Ostryopsis davidiana,SPECIES,Accepted,,,
KC535782.1,Solanum nigrum,4112,genomic DNA,1575,Solanum nigrum,30048260-2,Solanaceae,Solanum,nigrum,,Solanum nigrum,SPECIES,Accepted,,,
KC535783.1,Solanum clavatum,1325728,genomic DNA,1586,Solanum clavatum,818198-1,Solanaceae,Solanum,aligerum,,Solanum aligerum,SPECIES,Synonym,,,
KC535784.1,Solanum kurzii,744088,genomic DNA,1571,Solanum kurzii,821485-1,Solanaceae,Solanum,violaceum,,Solanum violaceum,SPECIES,Synonym,,,
KC535785.1,Solanum aculeatissimum,267265,genomic DNA,1588,Solanum aculeatissimum,330626-2,Solanaceae,Solanum,aculeatissimum,,Solanum aculeatissimum,SPECIES,Accepted,,,
KC535786.1,Solanum sisymbriifolium,205582,genomic DNA,1588,Solanum sisymbriifolium,330681-2,Solanaceae,Solanum,sisymbriifolium,,Solanum sisymbriifolium,SPECIES,Accepted,,,
KC535787.1,Solanum aethiopicum,205524,genomic DNA,1571,Solanum aethiopicum,818158-1,Solanaceae,Solanum,aethiopicum,,Solanum aethiopicum,SPECIES,Accepted,,,
KC535788.1,Solanum torvum,119830,genomic DNA,1572,Solanum torvum,821287-1,Solanaceae,Solanum,torvum,,Solanum torvum,SPECIES,Accepted,,,
KC535917.1,Canscora diffusa,84872,genomic DNA,1712,Canscora diffusa,366552-1,Gentianaceae,Canscora,diffusa,,Canscora diffusa,SPECIES,Accepted,,,
KC535918.1,Centaurium erythraea,172057,genomic DNA,1712,Centaurium erythraea,326619-2,Gentianaceae,Centaurium,erythraea,,Centaurium erythraea,SPECIES,Accepted,,,
KC535919.1,Chelonanthus purpurascens,84874,genomic DNA,1712,Chelonanthus purpurascens,1002418-1,Gentianaceae,Chelonanthus,purpurascens,,Chelonanthus purpurascens,SPECIES,Accepted,,,
KC535920.1,Chironia baccifera,82706,genomic DNA,1712,Chironia baccifera,366779-1,Gentianaceae,Chironia,baccifera,,Chironia baccifera,SPECIES,Accepted,,,
KC535921.1,Chironia tetragona,1312880,genomic DNA,1712,Chironia tetragona,366892-1,Gentianaceae,Chironia,tetragona,,Chironia tetragona,SPECIES,Accepted,,,
KC535923.1,Emmenopterys henryi,86990,genomic DNA,1713,Emmenopterys henryi,748742-1,Rubiaceae,Emmenopterys,henryi,,Emmenopterys henryi,SPECIES,Accepted,,,
KC535924.1,Exacum paucisquamum,198366,genomic DNA,1713,Exacum paucisquamum,77076924-1,Gentianaceae,Exacum,paucisquamum,,Exacum paucisquamum,SPECIES,Accepted,,,
KC535925.1,Exochaenium baumianum,592744,genomic DNA,1714,Exochaenium baumianum,370614-1,Gentianaceae,Sebaea,baumiana,,Sebaea baumiana,SPECIES,Homotypic_Synonym,,,
KC535926.1,Exochaenium debile,592752,genomic DNA,1772,Exochaenium debile,367591-1,Gentianaceae,Exochaenium,debile,,Exochaenium debile,SPECIES,Accepted,,,
KC535927.1,Exochaenium grande,592745,genomic DNA,1713,Exochaenium grande,367597-1,Gentianaceae,Exochaenium,grande,,Exochaenium grande,SPECIES,Accepted,,,
KC535928.1,Exochaenium oliganthum,592757,genomic DNA,1714,Exochaenium oliganthum,77121338-1,Gentianaceae,Exochaenium,oliganthum,,Exochaenium oliganthum,SPECIES,Accepted,,,
KC535929.1,Exochaenium perparvum,592758,genomic DNA,1714,Exochaenium perparvum,77121339-1,Gentianaceae,Exochaenium,perparvum,,Exochaenium perparvum,SPECIES,Accepted,,,
KC535931.1,Gentiana tibetica,374099,genomic DNA,1713,Gentiana tibetica,369036-1,Gentianaceae,Gentiana,tibetica,,Gentiana tibetica,SPECIES,Accepted,,,
KC535932.1,Gentiana asclepiadea,49935,genomic DNA,1712,Gentiana asclepiadea,367809-1,Gentianaceae,Gentiana,asclepiadea,,Gentiana asclepiadea,SPECIES,Accepted,,,
KC535934.1,Gentiana lutea,38851,genomic DNA,1712,Gentiana lutea,368453-1,Gentianaceae,Gentiana,lutea,,Gentiana lutea,SPECIES,Accepted,,,
KC535935.1,Gentianella amarella,137095,genomic DNA,1712,Gentianella amarella,108639-2,Gentianaceae,Gentianella,amarella,,Gentianella amarella,SPECIES,Accepted,,,
KC535936.1,Gentianella campestris,49940,genomic DNA,1712,Gentianella campestris,77068283-1,Gentianaceae,Gentianella,campestris,,Gentianella campestris,SPECIES,Accepted,,,
KC535937.1,Gentianella rapunculoides,61949,genomic DNA,1712,Gentianella rapunculoides,108726-2,Gentianaceae,Gentianella,rapunculoides,,Gentianella rapunculoides,SPECIES,Accepted,,,
KC535938.1,Halenia umbellata,1312881,genomic DNA,1712,Halenia umbellata,117013-2,Gentianaceae,Halenia,umbellata,,Halenia umbellata,SPECIES,Accepted,,,
KC535939.1,Lisianthius silenifolius,1312882,genomic DNA,1712,Lisianthius silenifolius,141488-2,Gentianaceae,Lisianthius,silenifolius,,Lisianthius silenifolius,SPECIES,Accepted,,,
KC535940.1,Lomatogonium cuneifolium,197666,genomic DNA,1709,Lomatogonium cuneifolium,370061-1,Gentianaceae,Lomatogonium,oreocharis,,Lomatogonium oreocharis,SPECIES,Synonym,,,
KC535941.1,Luculia pinceana,170349,genomic DNA,1713,Luculia pinceana,755399-1,Rubiaceae,Luculia,pinceana,,Luculia pinceana,SPECIES,Accepted,,,
KC535943.1,Macrocarpaea micrantha,512536,genomic DNA,1712,Macrocarpaea micrantha,148807-2,Gentianaceae,Macrocarpaea,micrantha,,Macrocarpaea micrantha,SPECIES,Accepted,,,
KC535944.1,Macrocarpaea noctiluca,512539,genomic DNA,1712,Macrocarpaea noctiluca,327564-2,Gentianaceae,Macrocarpaea,noctiluca,,Macrocarpaea noctiluca,SPECIES,Accepted,,,
KC535945.1,Orphium frutescens,82726,genomic DNA,1712,Orphium frutescens,370294-1,Gentianaceae,Orphium,frutescens,,Orphium frutescens,SPECIES,Accepted,,,
KC535946.1,Posoqueria latifolia,58460,genomic DNA,1713,Posoqueria latifolia,1079607-2,Rubiaceae,Posoqueria,latifolia,,Posoqueria latifolia,SPECIES,Accepted,,,
KC535947.1,Pycnosphaera buchananii,84917,genomic DNA,1712,Pycnosphaera buchananii,370466-1,Gentianaceae,Pycnosphaera,buchananii,,Pycnosphaera buchananii,SPECIES,Accepted,,,
KC535948.1,Schinziella tetragona,82730,genomic DNA,1712,Schinziella tetragona,1206718-2,Gentianaceae,Schinziella,tetragona,,Schinziella tetragona,SPECIES,Accepted,,,
KC535949.1,Schultesia crenuliflora,1312883,genomic DNA,1712,Schultesia crenuliflora,370583-1,Gentianaceae,Schultesia,crenuliflora,,Schultesia crenuliflora,SPECIES,Accepted,,,
KC535950.1,Symbolanthus mathewsii,512559,genomic DNA,1712,Symbolanthus mathewsii,1126394-2,Gentianaceae,Symbolanthus,mathewsii,,Symbolanthus mathewsii,SPECIES,Accepted,,,
KC535951.1,Voyria aphylla,873266,genomic DNA,1711,Voyria aphylla,1167766-2,Gentianaceae,Voyria,aphylla,,Voyria aphylla,SPECIES,Accepted,,,
KC535952.1,Voyria aurantiaca,931104,genomic DNA,1708,Voyria aurantiaca,371437-1,Gentianaceae,Voyria,aurantiaca,,Voyria aurantiaca,SPECIES,Accepted,,,
KC535953.1,Voyria caerulea,931105,genomic DNA,1710,Voyria caerulea,371441-1,Gentianaceae,Voyria,caerulea,,Voyria caerulea,SPECIES,Accepted,,,
KC535954.1,Voyria clavata,1312884,genomic DNA,1712,Voyria clavata,371444-1,Gentianaceae,Voyria,clavata,,Voyria clavata,SPECIES,Accepted,,,
KC535955.1,Voyria corymbosa,931106,genomic DNA,1710,Voyria corymbosa,371446-1,Gentianaceae,Voyria,corymbosa,,Voyria corymbosa,SPECIES,Accepted,,,
KC535956.1,Voyria obconica,1312885,genomic DNA,1710,Voyria obconica,371456-1,Gentianaceae,Voyria,obconica,,Voyria obconica,SPECIES,Accepted,,,
KC535957.1,Voyria parasitica,1312886,genomic DNA,1710,Voyria parasitica,266502-2,Gentianaceae,Voyria,parasitica,,Voyria parasitica,SPECIES,Accepted,,,
KC535959.1,Voyria rosea,1312888,genomic DNA,1709,Voyria rosea,371464-1,Gentianaceae,Voyria,rosea,,Voyria rosea,SPECIES,Accepted,,,
KC535960.1,Voyria tenella,1312889,genomic DNA,1709,Voyria tenella,371471-1,Gentianaceae,Voyria,tenella,,Voyria tenella,SPECIES,Accepted,,,
KC535961.1,Voyria tenuiflora,1312890,genomic DNA,1710,Voyria tenuiflora,371473-1,Gentianaceae,Voyria,tenuiflora,,Voyria tenuiflora,SPECIES,Accepted,,,
KC535962.1,Voyriella parviflora,94431,genomic DNA,1711,Voyriella parviflora,371480-1,Gentianaceae,Voyriella,parviflora,,Voyriella parviflora,SPECIES,Accepted,,,
KC539539.1,Ulmus americana,29740,genomic DNA,1635,Ulmus americana,304464-2,Ulmaceae,Ulmus,americana,,Ulmus americana,SPECIES,Accepted,,,
KC539540.1,Zelkova serrata,45187,genomic DNA,1635,Zelkova serrata,858079-1,Ulmaceae,Zelkova,serrata,,Zelkova serrata,SPECIES,Accepted,,,
KC539541.1,Ulmus alata,24736,genomic DNA,1635,Ulmus alata,302994-2,Ulmaceae,Ulmus,alata,,Ulmus alata,SPECIES,Accepted,,,
KC539542.1,Planera aquatica,1428768,genomic DNA,1635,Planera aquatica,305500-2,Ulmaceae,Planera,aquatica,,Planera aquatica,SPECIES,Accepted,,,
KC539543.1,Ulmus rubra,102693,genomic DNA,1635,Ulmus rubra,306680-2,Ulmaceae,Ulmus,rubra,,Ulmus rubra,SPECIES,Accepted,,,
KC539544.1,Ceanothus americanus,54778,genomic DNA,1636,Ceanothus americanus,319138-2,Rhamnaceae,Ceanothus,americanus,,Ceanothus americanus,SPECIES,Accepted,,,
KC539545.1,Morus rubra,32202,genomic DNA,1635,Morus rubra,854710-1,Moraceae,Morus,rubra,,Morus rubra,SPECIES,Accepted,,,
KC539546.1,Celtis occidentalis,228587,genomic DNA,1635,Celtis occidentalis,301424-2,Cannabaceae,Celtis,occidentalis,,Celtis occidentalis,SPECIES,Accepted,,,
KC539547.1,Humulus japonicus,3485,genomic DNA,1635,Humulus japonicus,584308-1,Cannabaceae,Humulus,scandens,,Humulus scandens,SPECIES,Synonym,,,
KC539548.1,Ulmus pumila,198266,genomic DNA,1635,Ulmus pumila,303333-2,Ulmaceae,Ulmus,pumila,,Ulmus pumila,SPECIES,Accepted,,,
KC539549.1,Celtis laevigata,102692,genomic DNA,1635,Celtis laevigata,836997-1,Cannabaceae,Celtis,laevigata,,Celtis laevigata,SPECIES,Accepted,,,
KC539550.1,Chaetachme aristata,63056,genomic DNA,1635,Chaetachme aristata,851209-1,Cannabaceae,Chaetachme,aristata,,Chaetachme aristata,SPECIES,Accepted,,,
KC539551.1,Ulmus minor,262084,genomic DNA,1635,Ulmus minor,856890-1,Ulmaceae,Ulmus,minor,,Ulmus minor,SPECIES,Accepted,,,
KC539552.1,Phyllostylon rhamnoides,1428766,genomic DNA,1635,Phyllostylon rhamnoides,855199-1,Ulmaceae,Phyllostylon,rhamnoides,,Phyllostylon rhamnoides,SPECIES,Accepted,,,
